#Output File:20260102_2231 
#Model(lorentzian, prefix='g_')
# Fit Method:leastsq# Model Parameters:
#pk_name    pk_type  pk_center  pk_sigma  pk_amplitude  pk_par4  pk_center_min  pk_center_max  pk_sigma_min  pk_sigma_max  pk_amplitude_min  pk_amplitude_max  pk_par4_min  pk_par4_max  pk_center_brute_step  pk_sigma_brute_step  pk_amplitude_brute_step  pk_gamma_brute_step
#      g Lorentzian       1600      35.0          0.25      NaN            NaN            NaN           NaN           NaN                 0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
#     d1 Lorentzian       1330      87.5          0.25      NaN            NaN            NaN           NaN           NaN                 0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
spc_id,spc_x,spc_y,bkr_c,bkr_s,g_amplitude,g_center,g_sigma,d1_amplitude,d1_center,d1_sigma,mse,noise,chisq,chisq_red,aic,bic,note,init_g_amplitude,init_g_center,init_g_sigma,init_d1_amplitude,init_d1_center,init_d1_sigma,placeholder
selected_4424_20160825_191905_44.0_24.0.txt,NaN,NaN,nan,nan,2.8395e+04,1.5924e+03,5.0935e+01,1.0870e+05,1.3323e+03,1.4497e+02,2.6e+02,1.6e+01,7.1e+04,2.7e+02,1.5e+03,1.5e+03,,2.6088e+04,1.6000e+03,3.5000e+01,7.1474e+04,1.3300e+03,8.7500e+01,
selected_44428_20160825_095858_32.0_32.0.txt,NaN,NaN,nan,nan,3.1699e+05,1.4561e+03,4.6808e+02,4.3483e+04,9.3826e+02,1.5223e+02,4.3e+02,2.1e+01,1.2e+05,4.4e+02,1.6e+03,1.7e+03,,2.7263e+04,1.6000e+03,3.5000e+01,6.3181e+04,1.3300e+03,8.7500e+01,
selected_4494_20160825_191905_48.0_6.0.txt,NaN,NaN,nan,nan,5.1048e+06,1.5032e+03,4.2189e+02,6.6206e+09,-4.3619e+03,2.4876e+02,1.6e+04,1.3e+02,4.2e+06,1.6e+04,2.6e+03,2.6e+03,,2.0080e+06,1.6000e+03,3.5000e+01,5.3018e+06,1.3300e+03,8.7500e+01,
selected_50840_20160825_152129_8.0_20.0.txt,NaN,NaN,nan,nan,1.8408e+05,1.5966e+03,2.9821e+01,3.1816e+06,1.3234e+03,2.5476e+02,2.0e+05,4.5e+02,5.5e+07,2.1e+05,3.3e+03,3.3e+03,,4.0339e+05,1.6000e+03,3.5000e+01,1.4703e+06,1.3300e+03,8.7500e+01,
selected_57832_20160825_103020_6.0_16.0.txt,NaN,NaN,nan,nan,1.1191e+04,1.7822e+03,5.2709e+01,3.7461e+06,1.3903e+03,9.8243e+02,8.3e+02,2.9e+01,2.2e+05,8.4e+02,1.8e+03,1.8e+03,,1.2549e+05,1.6000e+03,3.5000e+01,3.3408e+05,1.3300e+03,8.7500e+01,
selected_63471_20160825_132338_0.0_23.0.txt,NaN,NaN,nan,nan,1.4715e-01,1.6336e+03,1.0880e+02,3.6083e+05,1.4896e+03,3.7258e+02,2.4e+03,4.9e+01,6.5e+05,2.5e+03,2.1e+03,2.1e+03,,3.1351e+04,1.6000e+03,3.5000e+01,7.5421e+04,1.3300e+03,8.7500e+01,
selected_68027_20160825_160911_2.0_3.0.txt,NaN,NaN,nan,nan,2.1005e+03,1.5925e+03,2.3763e+01,8.5385e+04,1.4547e+03,4.5737e+02,1.5e+02,1.2e+01,4.0e+04,1.5e+02,1.4e+03,1.4e+03,,8.3667e+03,1.6000e+03,3.5000e+01,1.9194e+04,1.3300e+03,8.7500e+01,
selected_88054_20160825_234758_18.0_10.0.txt,NaN,NaN,nan,nan,8.6002e+04,1.6015e+03,1.9985e+01,3.3815e+06,1.3766e+03,4.1436e+02,4.8e+04,2.2e+02,1.3e+07,4.9e+04,2.9e+03,2.9e+03,,3.5680e+05,1.6000e+03,3.5000e+01,8.6205e+05,1.3300e+03,8.7500e+01,
selected_8837_20160825_094326_34.0_37.0.txt,NaN,NaN,nan,nan,1.8022e+05,1.5922e+03,4.3378e+01,7.2412e+05,1.3230e+03,1.2100e+02,9.9e+03,9.7e+01,2.7e+06,1.0e+04,2.5e+03,2.5e+03,,1.7845e+05,1.6000e+03,3.5000e+01,5.8368e+05,1.3300e+03,8.7500e+01,
selected_96065_20160825_063250_14.0_13.0.txt,NaN,NaN,nan,nan,8.0154e+04,1.7667e+03,1.7234e+02,8.3433e+05,1.3319e+03,4.2700e+02,3.6e+03,6.0e+01,9.8e+05,3.7e+03,2.2e+03,2.2e+03,,6.2521e+04,1.6000e+03,3.5000e+01,2.1583e+05,1.3300e+03,8.7500e+01,
selected_96919_20160825_001238_0.0_31.0.txt,NaN,NaN,nan,nan,2.0676e+04,1.5765e+03,8.1230e+00,8.3289e+05,1.5096e+03,6.2296e+02,2.0e+03,4.5e+01,5.5e+05,2.1e+03,2.1e+03,2.1e+03,,5.8126e+04,1.6000e+03,3.5000e+01,1.5224e+05,1.3300e+03,8.7500e+01,
#0:00:18.472685
