#Output File:20260102_2225 
#(((Model(lorentzian, prefix='g_') + Model(lorentzian, prefix='d1_')) + Model(lorentzian, prefix='d2_')) + Model(gaussian, prefix='d3_'))
# Fit Method:leastsq# Model Parameters:
#pk_name    pk_type  pk_center  pk_sigma  pk_amplitude  pk_par4  pk_center_min  pk_center_max  pk_sigma_min  pk_sigma_max  pk_amplitude_min  pk_amplitude_max  pk_par4_min  pk_par4_max  pk_center_brute_step  pk_sigma_brute_step  pk_amplitude_brute_step  pk_gamma_brute_step
#      g Lorentzian     1580.0      35.0           0.5      NaN         1570.0         1605.0           NaN           NaN               0.0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
#     d1 Lorentzian     1330.0      87.5           0.9      NaN         1300.0         1375.0           NaN           NaN               0.0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
#     d2 Lorentzian     1610.0      35.0           0.7      NaN         1600.0         1650.0           NaN           NaN               0.0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
#     d3   Gaussian     1500.0      63.7           0.4      NaN         1400.0         1550.0           NaN           NaN               0.0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
#     d4 Lorentzian     1200.0     100.0           0.1      NaN         1100.0         1300.0           NaN           NaN               0.0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
spc_id,spc_x,spc_y,bkr_c,bkr_s,g_amplitude,g_center,g_sigma,d1_amplitude,d1_center,d1_sigma,d2_amplitude,d2_center,d2_sigma,d3_amplitude,d3_center,d3_sigma,d4_amplitude,d4_center,d4_sigma,mse,noise,chisq,chisq_red,aic,bic,note,init_g_amplitude,init_g_center,init_g_sigma,init_d1_amplitude,init_d1_center,init_d1_sigma,init_d2_amplitude,init_d2_center,init_d2_sigma,init_d3_amplitude,init_d3_center,init_d3_sigma,init_d4_amplitude,init_d4_center,init_d4_sigma,placeholder
selected_10420_20160825_205359_0.0_36.0.txt,NaN,NaN,14065.8648,7.2877,234196.1402,1579.7014,72.2857,59256.1100,1300.0000,41.2232,21369.0494,1612.8608,12.2435,742504.3208,1400.0000,124.2501,12544.5911,1232.0570,10.6601,3.1e+04,1.8e+02,8.5e+06,3.3e+04,2.8e+03,2.9e+03,,98534.1744,1580.0000,35.0000,589970.6313,1330.0000,87.5000,149388.8233,1610.0000,35.0000,134607.0076,1500.0000,63.7000,23469.2724,1200.0000,100.0000,
selected_10485_20160825_205359_4.0_13.0.txt,NaN,NaN,59.5948,0.0477,14011.1937,1594.6295,22.8167,103499.0414,1330.5439,71.5851,8008.5737,1618.3187,18.5210,19353.0350,1542.2206,64.6337,6466.3076,1185.9572,53.6450,2.2e+02,1.4e+01,5.8e+04,2.3e+02,1.5e+03,1.5e+03,,16696.3607,1580.0000,35.0000,115920.3491,1330.0000,87.5000,27386.2158,1610.0000,35.0000,11079.5902,1500.0000,63.7000,4471.5369,1200.0000,100.0000,
selected_1070_20160825_212530_48.0_14.0.txt,NaN,NaN,121.4555,0.0415,28429.6094,1588.4774,17.1408,294536.1149,1325.0270,61.0413,44297.2075,1609.7739,18.3367,32433.4589,1542.6423,55.0917,0.1146,1109.0402,1947.4931,1.0e+03,3.1e+01,2.8e+05,1.1e+03,1.9e+03,2.0e+03,,49803.4141,1580.0000,35.0000,380209.6721,1330.0000,87.5000,86487.6232,1610.0000,35.0000,23964.1162,1500.0000,63.7000,10668.8054,1200.0000,100.0000,
selected_10952_20160825_205359_24.0_40.0.txt,NaN,NaN,82.5624,0.0580,12101.7437,1570.6857,34.0090,35221.4838,1318.7906,73.3444,11053.0712,1610.8538,26.3089,42282.9551,1400.0000,124.9722,6602.0167,1190.4624,63.8110,2.6e+02,1.6e+01,7.0e+04,2.7e+02,1.5e+03,1.6e+03,,12351.7226,1580.0000,35.0000,65892.7850,1330.0000,87.5000,16846.7282,1610.0000,35.0000,10282.9201,1500.0000,63.7000,3423.9393,1200.0000,100.0000,
selected_12281_20160825_153727_36.0_5.0.txt,NaN,NaN,625.9754,0.4986,0.0000,1580.0000,35.0000,147955.3160,1330.0000,87.5000,83.5983,1610.0000,35.0000,1884.8831,1500.0000,63.7000,13370.7098,1200.0000,100.0000,2.6e+04,1.6e+02,7.1e+06,2.8e+04,2.8e+03,2.8e+03,,-9.0905,1580.0000,35.0000,147955.3160,1330.0000,87.5000,83.5983,1610.0000,35.0000,1884.8831,1500.0000,63.7000,13370.7098,1200.0000,100.0000,
selected_151_20160825_212530_6.0_19.0.txt,NaN,NaN,110.2282,0.0758,981.6052,1574.0639,9.1836,31034.4318,1327.7945,68.2993,7026.3729,1605.4643,22.9317,5063.4674,1522.0699,70.4609,0.0000,1288.8827,889.0672,2.6e+02,1.6e+01,6.9e+04,2.7e+02,1.5e+03,1.6e+03,,5376.5996,1580.0000,35.0000,35856.7926,1330.0000,87.5000,8714.6739,1610.0000,35.0000,3330.6786,1500.0000,63.7000,1510.7460,1200.0000,100.0000,
selected_16909_20160825_222850_38.0_13.0.txt,NaN,NaN,183.4483,0.1040,39435.9854,1582.8364,23.2725,132411.5317,1324.1707,47.9159,12116.7504,1610.2925,12.6894,27867.1562,1498.7259,74.7331,19533.7171,1182.4618,86.7818,3.5e+02,1.8e+01,9.4e+04,3.7e+02,1.6e+03,1.7e+03,,36689.5681,1580.0000,35.0000,225467.7299,1330.0000,87.5000,44712.2115,1610.0000,35.0000,16628.6991,1500.0000,63.7000,5632.5631,1200.0000,100.0000,
selected_20031_20160825_030638_24.0_11.0.txt,NaN,NaN,538.6469,3.8237,29708.3026,1570.0000,31.0158,28124.7122,1346.4009,52.3529,20288.8391,1612.7078,31.7381,262238.8905,1400.0000,132.4719,51401.6944,1243.6883,53.1827,7.4e+03,8.4e+01,2.0e+06,7.8e+03,2.4e+03,2.5e+03,,36760.8536,1580.0000,35.0000,216744.8273,1330.0000,87.5000,44463.9130,1610.0000,35.0000,39510.1299,1500.0000,63.7000,14254.3476,1200.0000,100.0000,
selected_21248_20160825_203814_26.0_40.0.txt,NaN,NaN,13580.5036,1.4800,205249.8072,1570.0000,33.1556,450827.1935,1300.0000,97.1853,67633.0722,1613.2742,19.0982,174946.3270,1400.0000,104.9912,256425.4941,1100.0000,89.9290,3.5e+04,1.9e+02,9.6e+06,3.7e+04,2.9e+03,2.9e+03,,130756.3470,1580.0000,35.0000,456836.6463,1330.0000,87.5000,160602.9901,1610.0000,35.0000,73299.1874,1500.0000,63.7000,39075.4572,1200.0000,100.0000,
selected_30881_20160825_120528_44.0_37.0.txt,NaN,NaN,10757.4669,-0.4471,587729.5675,1570.0000,39.9522,691543.6225,1315.8316,85.1128,191176.2129,1611.4811,23.6056,1589251.6054,1400.0000,125.5029,338546.7879,1154.4584,92.0624,4.7e+04,2.1e+02,1.3e+07,5.0e+04,2.9e+03,3.0e+03,,408008.9914,1580.0000,35.0000,1751443.6267,1330.0000,87.5000,485576.2873,1610.0000,35.0000,356644.6636,1500.0000,63.7000,101928.6382,1200.0000,100.0000,
selected_31624_20160825_184739_26.0_32.0.txt,NaN,NaN,271.9111,0.1779,80309.7536,1570.0000,32.1781,229470.0227,1315.9707,47.6010,40305.8397,1600.0000,19.1253,84542.9575,1400.0000,122.4601,24279.8405,1175.2481,66.0400,1.3e+03,3.4e+01,3.4e+05,1.3e+03,2.0e+03,2.0e+03,,67552.6639,1580.0000,35.0000,417059.8589,1330.0000,87.5000,75866.2891,1610.0000,35.0000,31459.9859,1500.0000,63.7000,11746.2648,1200.0000,100.0000,
selected_36980_20160825_113352_10.0_20.0.txt,NaN,NaN,510.0238,-0.2248,6971.7523,1570.0000,23.7464,136416.1449,1306.7524,60.0858,6995.3959,1605.2002,19.3575,22828.4190,1400.0000,118.7137,21673.6404,1142.0206,79.1219,4.0e+02,2.0e+01,1.1e+05,4.2e+02,1.6e+03,1.7e+03,,10204.9708,1580.0000,35.0000,172697.7195,1330.0000,87.5000,12984.5304,1610.0000,35.0000,9363.5213,1500.0000,63.7000,7898.4357,1200.0000,100.0000,
selected_36982_20160825_113352_10.0_22.0.txt,NaN,NaN,1847.2163,-0.7996,12587.3525,1574.9840,19.5788,418234.7258,1303.2943,59.6244,6092.3826,1609.4146,12.5491,21480.4667,1400.0000,103.8946,72564.8472,1125.2982,77.3877,2.0e+03,4.3e+01,5.4e+05,2.1e+03,2.1e+03,2.1e+03,,18310.6538,1580.0000,35.0000,478234.7531,1330.0000,87.5000,21401.3720,1610.0000,35.0000,16284.7619,1500.0000,63.7000,23654.5477,1200.0000,100.0000,
selected_3914_20160825_191905_20.0_42.0.txt,NaN,NaN,19075.1117,0.4425,94519.1330,1570.0000,47.5644,1.0343,1300.0000,151.4313,45428.4315,1650.0000,50.0686,540470.4570,1439.1033,121.4303,223631.0850,1247.3831,93.0448,2.8e+04,1.7e+02,7.6e+06,3.0e+04,2.8e+03,2.9e+03,,83584.6029,1580.0000,35.0000,363659.0307,1330.0000,87.5000,107523.8002,1610.0000,35.0000,124995.9505,1500.0000,63.7000,22970.8358,1200.0000,100.0000,
