#Output File:20260217_1725 
#Model(lorentzian, prefix='g_')
# Fit Method:leastsq# Model Parameters:
#pk_name    pk_type  pk_center  pk_sigma  pk_amplitude  pk_par4  pk_center_min  pk_center_max  pk_sigma_min  pk_sigma_max  pk_amplitude_min  pk_amplitude_max  pk_par4_min  pk_par4_max  pk_center_brute_step  pk_sigma_brute_step  pk_amplitude_brute_step  pk_gamma_brute_step
#      g Lorentzian       1600      35.0          0.25      NaN            NaN            NaN           NaN           NaN                 0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
#     d1 Lorentzian       1330      87.5          0.25      NaN            NaN            NaN           NaN           NaN                 0               NaN          NaN          NaN                   NaN                  NaN                      NaN                  NaN
spc_id,spc_x,spc_y,bkr_c,bkr_s,g_amplitude,g_center,g_sigma,d1_amplitude,d1_center,d1_sigma,mse,noise,chisq,chisq_red,aic,bic,note,init_g_amplitude,init_g_center,init_g_sigma,init_d1_amplitude,init_d1_center,init_d1_sigma,placeholder
selected_43052_20160825_180008_22.0_20.0als_e6.txt,NaN,NaN,nan,nan,3.8265e+05,1.5732e+03,4.9180e+01,1.7971e+06,1.3513e+03,1.5248e+02,7.0e+04,2.6e+02,1.9e+07,7.1e+04,3.0e+03,3.0e+03,,3.5320e+05,1.6000e+03,3.5000e+01,9.7992e+05,1.3300e+03,8.7500e+01,
selected_4424_20160825_191905_44.0_24.0als_e6.txt,NaN,NaN,nan,nan,2.3118e+04,1.5881e+03,4.4462e+01,6.5378e+04,1.3342e+03,9.8858e+01,2.8e+02,1.6e+01,7.5e+04,2.8e+02,1.5e+03,1.6e+03,,2.1178e+04,1.6000e+03,3.5000e+01,5.8795e+04,1.3300e+03,8.7500e+01,
selected_44428_20160825_095858_32.0_32.0als_e6.txt,NaN,NaN,nan,nan,1.5786e+04,1.5795e+03,7.1625e+01,1.6346e+04,1.3486e+03,8.3524e+01,3.5e+02,1.9e+01,9.5e+04,3.6e+02,1.6e+03,1.6e+03,,1.0653e+04,1.6000e+03,3.5000e+01,1.7808e+04,1.3300e+03,8.7500e+01,
selected_4494_20160825_191905_48.0_6.0als_e6.txt,NaN,NaN,nan,nan,1.6687e+06,1.4418e+03,2.7518e+02,2.3318e+05,9.5268e+02,9.8522e+01,1.9e+04,1.4e+02,5.2e+06,2.0e+04,2.7e+03,2.7e+03,,1.6061e+05,1.6000e+03,3.5000e+01,4.1206e+05,1.3300e+03,8.7500e+01,
selected_50840_20160825_152129_8.0_20.0als_e6.txt,NaN,NaN,nan,nan,2.1916e+05,1.5883e+03,3.4385e+01,7.7639e+05,1.3260e+03,7.0841e+01,2.1e+04,1.4e+02,5.6e+06,2.1e+04,2.7e+03,2.7e+03,,2.3555e+05,1.6000e+03,3.5000e+01,1.0133e+06,1.3300e+03,8.7500e+01,
selected_57832_20160825_103020_6.0_16.0als_e6.txt,NaN,NaN,nan,nan,1.1267e+05,1.4038e+03,2.0823e+02,1.4703e+04,1.2412e+03,7.4068e+01,4.8e+02,2.2e+01,1.3e+05,4.9e+02,1.7e+03,1.7e+03,,8.8587e+03,1.6000e+03,3.5000e+01,4.7538e+04,1.3300e+03,8.7500e+01,
selected_63471_20160825_132338_0.0_23.0als_e6.txt,NaN,NaN,nan,nan,2.1965e+03,1.6258e+03,1.4925e+01,7.6832e+04,1.4527e+03,1.4103e+02,2.1e+03,4.6e+01,5.7e+05,2.2e+03,2.1e+03,2.1e+03,,1.1951e+04,1.6000e+03,3.5000e+01,3.5181e+04,1.3300e+03,8.7500e+01,
selected_68027_20160825_160911_2.0_3.0als_e6.txt,NaN,NaN,nan,nan,6.0792e+03,1.5850e+03,5.0333e+01,9.0503e+03,1.3282e+03,7.7921e+01,1.2e+02,1.1e+01,3.3e+04,1.2e+02,1.3e+03,1.3e+03,,4.2201e+03,1.6000e+03,3.5000e+01,1.0219e+04,1.3300e+03,8.7500e+01,
selected_88054_20160825_234758_18.0_10.0als_e6.txt,NaN,NaN,nan,nan,1.4084e+05,1.5968e+03,2.8747e+01,4.7798e+05,1.3311e+03,9.6926e+01,8.9e+03,9.2e+01,2.4e+06,9.1e+03,2.5e+03,2.5e+03,,1.8527e+05,1.6000e+03,3.5000e+01,4.5121e+05,1.3300e+03,8.7500e+01,
selected_8837_20160825_094326_34.0_37.0als_e6.txt,NaN,NaN,nan,nan,1.4500e+05,1.5900e+03,3.7633e+01,4.4916e+05,1.3260e+03,8.1963e+01,6.1e+03,7.6e+01,1.6e+06,6.2e+03,2.4e+03,2.4e+03,,1.4704e+05,1.6000e+03,3.5000e+01,4.9448e+05,1.3300e+03,8.7500e+01,
selected_96065_20160825_063250_14.0_13.0als_e6.txt,NaN,NaN,nan,nan,2.9336e+04,1.5688e+03,8.5436e+01,7.3768e+04,1.3147e+03,6.1729e+01,5.2e+02,2.3e+01,1.4e+05,5.3e+02,1.7e+03,1.7e+03,,1.4352e+04,1.6000e+03,3.5000e+01,9.9573e+04,1.3300e+03,8.7500e+01,
selected_96919_20160825_001238_0.0_31.0als_e6.txt,NaN,NaN,nan,nan,2.9301e+04,1.5766e+03,1.1530e+01,3.8837e+04,1.3322e+03,5.4294e+01,8.3e+02,2.8e+01,2.2e+05,8.5e+02,1.8e+03,1.8e+03,,2.0975e+04,1.6000e+03,3.5000e+01,6.9870e+04,1.3300e+03,8.7500e+01,
#0:00:17.205031
